Date/Time,Outdoor Temp,bldg0002642-up00_Tin,bldg0002642-up00_E,bldg0002642-up00_G
1900-07-24 00:00:00,21.691953462085724,23.88890780092738,2195357.122484856,0.0
1900-07-24 01:00:00,21.691953462085724,23.88890670618725,1854803.0582310185,0.0
1900-07-24 02:00:00,21.316953462085724,23.88890379839219,1494740.1113305867,0.0
1900-07-24 03:00:00,20.779453462085726,23.8888984093016,1117916.021149269,0.0
1900-07-24 04:00:00,20.591953462085726,23.888893931574156,893617.7987336742,0.0
1900-07-24 05:00:00,20.904453462085726,23.93466262885845,3124587.90838628,0.0
1900-07-24 06:00:00,21.466953462085723,23.88891883126783,2163891.0324136037,0.0
1900-07-24 07:00:00,22.004453462085724,23.888890336519815,809800.696635605,0.0
1900-07-24 08:00:00,22.879453462085724,23.88889280646559,1075389.9094622016,0.0
1900-07-24 09:00:00,25.04195346208573,23.88889420256367,1699839.8073567569,0.0
1900-07-24 10:00:00,27.466953462085726,23.88889558595305,2541700.0760684963,0.0
1900-07-24 11:00:00,29.354453462085726,23.88889465748966,3412669.818800762,0.0
1900-07-24 12:00:00,30.67945346208573,23.888893874683383,4187311.896473754,0.0
1900-07-24 13:00:00,31.779453462085726,25.19878866914312,0.0,0.0
1900-07-24 14:00:00,32.19195346208573,24.07185998820026,6473251.437738333,0.0
1900-07-24 15:00:00,32.19195346208573,23.893544676016695,7021578.504613738,0.0
1900-07-24 16:00:00,32.19195346208573,24.34597524303536,7443636.272168784,0.0
1900-07-24 17:00:00,31.504453462085728,24.32122513412518,7553382.135199677,0.0
1900-07-24 18:00:00,30.029453462085726,23.91358033456747,7241303.601572097,0.0
1900-07-24 19:00:00,28.391953462085723,23.888892698020527,6478166.057816803,0.0
1900-07-24 20:00:00,26.72945346208573,23.88889062787711,6120452.283249043,0.0
1900-07-24 21:00:00,24.029453462085726,23.888893614828447,4525728.464385331,0.0
1900-07-24 22:00:00,23.47945346208573,23.88890221566388,3603436.2610384766,0.0
1900-07-24 23:00:00,22.82945346208572,23.8889016230652,3070335.3101067096,0.0
1900-07-25 00:00:00,22.566953462085724,23.888907944831107,2648842.050543957,0.0
1900-07-25 01:00:00,22.41695346208573,23.88890835970108,2288460.686271096,0.0
1900-07-25 02:00:00,22.566953462085724,23.88890793384445,2006842.1454821704,0.0
1900-07-25 03:00:00,23.10445346208573,23.888907217389015,1816042.1792021247,0.0
1900-07-25 04:00:00,23.29195346208573,23.888905935841382,1625130.4238878416,0.0
1900-07-25 05:00:00,22.60445346208573,23.888903793312803,1417769.331702557,0.0
1900-07-25 06:00:00,22.566953462085724,23.88890440494006,1796143.7208878621,0.0
1900-07-25 07:00:00,23.47945346208573,23.922726247437623,3597084.725517409,0.0
1900-07-25 08:00:00,25.266953462085727,23.952416217473527,3408000.7235964015,0.0
1900-07-25 09:00:00,26.466953462085723,23.88882495800169,2462262.1551891,0.0
1900-07-25 10:00:00,27.379453462085724,23.888896826686825,3094388.1211375757,0.0
1900-07-25 11:00:00,28.47945346208573,23.88889744876182,3687772.840336129,0.0
1900-07-25 12:00:00,29.579453462085723,23.888899819716855,4227351.533719935,0.0
1900-07-25 13:00:00,28.92945346208573,23.88890166528569,4181183.94367486,0.0
1900-07-25 14:00:00,29.72945346208573,23.88889793893367,4751277.591796074,0.0
1900-07-25 15:00:00,30.591953462085726,23.88889524358246,5158778.2224871125,0.0
1900-07-25 16:00:00,30.591953462085726,23.888893726184666,5413989.3934486285,0.0
1900-07-25 17:00:00,30.216953462085726,23.88889253231982,5666994.654738525,0.0
1900-07-25 18:00:00,29.30445346208573,23.888894754248756,4797682.161632255,0.0
1900-07-25 19:00:00,26.454453462085723,23.888895141527,4304959.316362819,0.0
1900-07-25 20:00:00,24.99195346208573,23.888898114819376,4789164.94338208,0.0
1900-07-25 21:00:00,24.30445346208573,23.88889815480816,4678593.68417662,0.0
1900-07-25 22:00:00,23.204453462085723,23.888903343590385,3260771.360310881,0.0
1900-07-25 23:00:00,22.41695346208573,23.888903769059677,2547441.8320845,0.0
1900-07-26 00:00:00,21.879453462085724,23.88890801738155,2125403.671602894,0.0
1900-07-26 01:00:00,21.316953462085724,23.888906307156688,1750694.8584123796,0.0
1900-07-26 02:00:00,20.779453462085726,23.888902664130622,1380733.273849396,0.0
1900-07-26 03:00:00,20.591953462085726,23.88889836395481,1096925.97963925,0.0
1900-07-26 04:00:00,20.216953462085726,23.886769115112088,799336.392766283,0.0
1900-07-26 05:00:00,19.61695346208573,23.81886421485297,696222.2065503477,0.0
1900-07-26 06:00:00,20.141953462085727,23.82292190294017,1039862.2049914114,0.0
1900-07-26 07:00:00,21.591953462085723,23.888887804629483,1462763.0085259797,0.0
1900-07-26 08:00:00,23.254453462085724,23.88889358438884,1449809.4118342265,0.0
1900-07-26 09:00:00,23.891953462085723,23.888895111727397,1504754.703788774,0.0
1900-07-26 10:00:00,24.579453462085723,23.888901213370875,1958405.5438787923,0.0
1900-07-26 11:00:00,24.99195346208573,23.888909131078638,2369510.3728125948,0.0
1900-07-26 12:00:00,24.61695346208573,23.88890290703823,2682117.730620852,0.0
