Date/Time,Outdoor Temp,bldg0002642-up00
1900-07-24 00:00:00,21.691953462085724,-1.3655266783985098e-07
1900-07-24 01:00:00,21.691953462085724,-6.286031002389336e-07
1900-07-24 02:00:00,21.316953462085724,-1.2416624208810845e-06
1900-07-24 03:00:00,20.779453462085726,-2.041708370370543e-06
1900-07-24 04:00:00,20.591953462085726,-2.363735401189615e-06
1900-07-24 05:00:00,20.904453462085726,-0.0059464117381082815
1900-07-24 06:00:00,21.466953462085723,-0.0022001798475450585
1900-07-24 07:00:00,22.004453462085724,-1.5829174948578384e-06
1900-07-24 08:00:00,22.879453462085724,-1.1329230780177113e-06
1900-07-24 09:00:00,25.04195346208573,-4.25985081875524e-07
1900-07-24 10:00:00,27.466953462085726,5.107078848709534e-08
1900-07-24 11:00:00,29.354453462085726,3.1688859181144835e-07
1900-07-24 12:00:00,30.67945346208573,4.811734903853448e-07
1900-07-24 13:00:00,31.779453462085726,1.3098933481219497
1900-07-24 14:00:00,32.19195346208573,0.1829680599917296
1900-07-24 15:00:00,32.19195346208573,0.004281460615214172
1900-07-24 16:00:00,32.19195346208573,0.024399924991421074
1900-07-24 17:00:00,31.504453462085728,0.012413944896515261
1900-07-24 18:00:00,30.029453462085726,0.00130922695186797
1900-07-24 19:00:00,28.391953462085723,3.009136975151705e-07
1900-07-24 20:00:00,26.72945346208573,2.638056812998002e-07
1900-07-24 21:00:00,24.029453462085726,3.7538280750482045e-07
1900-07-24 22:00:00,23.47945346208573,3.7475479786053256e-07
1900-07-24 23:00:00,22.82945346208572,2.404579504400317e-07
1900-07-25 00:00:00,22.566953462085724,2.454381728966837e-07
1900-07-25 01:00:00,22.41695346208573,-3.7575905054154646e-08
1900-07-25 02:00:00,22.566953462085724,-3.511088486618519e-07
1900-07-25 03:00:00,23.10445346208573,-5.931602764519539e-07
1900-07-25 04:00:00,23.29195346208573,-8.739592018969233e-07
1900-07-25 05:00:00,22.60445346208573,-1.241932043427596e-06
1900-07-25 06:00:00,22.566953462085724,-1.230827528786449e-06
1900-07-25 07:00:00,23.47945346208573,-0.006539847645885999
1900-07-25 08:00:00,25.266953462085727,-0.01361341282369466
1900-07-25 09:00:00,26.466953462085723,-3.627561044439176e-05
1900-07-25 10:00:00,27.379453462085724,2.8715948729995944e-07
1900-07-25 11:00:00,28.47945346208573,5.850049937805579e-07
1900-07-25 12:00:00,29.579453462085723,1.0871861668704241e-06
1900-07-25 13:00:00,28.92945346208573,1.1122796017559722e-06
1900-07-25 14:00:00,29.72945346208573,1.0677712829476604e-06
1900-07-25 15:00:00,30.591953462085726,9.7772516483019e-07
1900-07-25 16:00:00,30.591953462085726,8.807244782360613e-07
1900-07-25 17:00:00,30.216953462085726,7.315184440415123e-07
1900-07-25 18:00:00,29.30445346208573,5.395562006071941e-07
1900-07-25 19:00:00,26.454453462085723,3.1126600319453246e-07
1900-07-25 20:00:00,24.99195346208573,3.1614803575052974e-07
1900-07-25 21:00:00,24.30445346208573,3.2800319971215686e-07
1900-07-25 22:00:00,23.204453462085723,1.4462726483088773e-07
1900-07-25 23:00:00,22.41695346208573,-1.162217984074232e-07
1900-07-26 00:00:00,21.879453462085724,-2.137968877491403e-07
1900-07-26 01:00:00,21.316953462085724,-7.431702400140239e-07
1900-07-26 02:00:00,20.779453462085726,-1.3807471965776585e-06
1900-07-26 03:00:00,20.591953462085726,-1.9573095286773423e-06
1900-07-26 04:00:00,20.216953462085726,-0.002125039983813082
1900-07-26 05:00:00,19.61695346208573,-0.053391475240520236
1900-07-26 06:00:00,20.141953462085727,-0.05524112036559359
1900-07-26 07:00:00,21.591953462085723,-4.823893867467177e-06
1900-07-26 08:00:00,23.254453462085724,-1.0211406475946205e-06
1900-07-26 09:00:00,23.891953462085723,-7.160648394233249e-07
1900-07-26 10:00:00,24.579453462085723,-3.744777217207229e-07
1900-07-26 11:00:00,24.99195346208573,1.0603000077935576e-07
1900-07-26 12:00:00,24.61695346208573,2.4728620218184005e-07
1900-07-26 13:00:00,24.391953462085723,5.491260957057875e-07
1900-07-26 14:00:00,24.766953462085723,9.710828905440394e-07
1900-07-26 15:00:00,26.05445346208573,5.744401612162164e-07
1900-07-26 16:00:00,26.691953462085724,8.400449935663801e-07
1900-07-26 17:00:00,26.691953462085724,6.016271427711217e-07
1900-07-26 18:00:00,26.316953462085724,5.399808529205075e-07
1900-07-26 19:00:00,25.029453462085726,3.727635800032658e-07
1900-07-26 20:00:00,23.01695346208572,1.9591725219925138e-07
1900-07-26 21:00:00,21.191953462085724,-1.559997073741215e-07
1900-07-26 22:00:00,19.841953462085723,-7.538219968239446e-07
1900-07-26 23:00:00,18.391953462085727,-1.4590950314641304e-06
